account_id,opportunity_name,close_date,stage,amount,lead_source,description,probability,created_date,owner_name,account_name,duns_number
430,enim lorem ipsum dolor sit amet consectetuer adipiscing elit proin interdum mauris non ligula pellentesque ultrices phasellus id sapien in,4/20/2022,Closed Lost,Krona,Partner,Pellentesque at nulla. Suspendisse potenti. Cras in purus eu magna vulputate luctus.,50.27,2022-08-23T12:59:22Z,Thibaut Drains,Tambee,31-046-0009
431,odio donec vitae nisi nam ultrices libero non mattis pulvinar nulla pede ullamcorper augue a,5/14/2022,Closed Lost,Franc,Purchased List,"Praesent id massa id nisl venenatis lacinia. Aenean sit amet justo. Morbi ut odio.

Cras mi pede, malesuada in, imperdiet et, commodo vulputate, justo. In blandit ultrices enim. Lorem ipsum dolor sit amet, consectetuer adipiscing elit.",67.22,2022-06-20T05:05:15Z,Jared Skipping,Chatterpoint,48-660-3362
432,a pede posuere nonummy integer non velit donec diam neque vestibulum eget,3/17/2022,Closed Lost,Euro,Partner,"Curabitur at ipsum ac tellus semper interdum. Mauris ullamcorper purus sit amet nulla. Quisque arcu libero, rutrum ac, lobortis vel, dapibus at, diam.",37.99,2022-11-26T11:45:17Z,Oberon Cogar,Twitternation,31-525-5230
433,sapien cursus vestibulum proin eu mi nulla ac enim in tempor turpis nec euismod,8/5/2022,Closed Lost,Euro,Web,"Suspendisse potenti. In eleifend quam a odio. In hac habitasse platea dictumst.

Maecenas ut massa quis augue luctus tincidunt. Nulla mollis molestie lorem. Quisque ut erat.

Curabitur gravida nisi at nibh. In hac habitasse platea dictumst. Aliquam augue quam, sollicitudin vitae, consectetuer eget, rutrum at, lorem.",98.36,2022-07-02T22:59:22Z,Querida Galilee,Rhyzio,22-445-1487
434,mauris ullamcorper purus sit amet nulla quisque arcu libero rutrum ac lobortis vel dapibus at diam nam tristique tortor eu,10/17/2022,Closed Lost,Dollar,Referral,"Sed sagittis. Nam congue, risus semper porta volutpat, quam pede lobortis ligula, sit amet eleifend pede libero quis orci. Nullam molestie nibh in lectus.

Pellentesque at nulla. Suspendisse potenti. Cras in purus eu magna vulputate luctus.

Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus. Vivamus vestibulum sagittis sapien. Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus.",1.53,2022-09-06T18:53:23Z,Vanya Whatson,Twitterworks,99-708-9137
435,primis in faucibus orci luctus et ultrices posuere cubilia curae mauris viverra diam vitae quam suspendisse potenti nullam,3/2/2022,Closed Lost,Real,Referral,Praesent id massa id nisl venenatis lacinia. Aenean sit amet justo. Morbi ut odio.,2.85,2022-08-10T03:01:31Z,Marice McEvon,Meevee,21-322-7583
436,nisl duis ac nibh fusce lacus purus aliquet at feugiat non pretium quis lectus suspendisse potenti in eleifend quam a,1/31/2022,Closed Lost,Real,Partner,"Cras mi pede, malesuada in, imperdiet et, commodo vulputate, justo. In blandit ultrices enim. Lorem ipsum dolor sit amet, consectetuer adipiscing elit.",0.29,2022-07-13T20:43:10Z,Henrie Holson,Divape,21-654-7307
437,metus sapien ut nunc vestibulum ante ipsum primis in faucibus orci luctus et ultrices,5/8/2022,Closed Won,Dinar,Web,"Phasellus sit amet erat. Nulla tempus. Vivamus in felis eu sapien cursus vestibulum.

Proin eu mi. Nulla ac enim. In tempor, turpis nec euismod scelerisque, quam turpis adipiscing lorem, vitae mattis nibh ligula nec sem.",50.97,2022-11-09T22:28:59Z,Nolly Morrad,Vipe,13-891-6589
438,in sapien iaculis congue vivamus metus arcu adipiscing molestie hendrerit at vulputate vitae nisl aenean lectus pellentesque,7/13/2022,Closed Lost,Ruble,Referral,"Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus. Vivamus vestibulum sagittis sapien. Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus.

Etiam vel augue. Vestibulum rutrum rutrum neque. Aenean auctor gravida sem.

Praesent id massa id nisl venenatis lacinia. Aenean sit amet justo. Morbi ut odio.",20.86,2022-02-06T10:13:04Z,Vernon Lawler,Blogtags,34-954-7042
439,elementum eu interdum eu tincidunt in leo maecenas pulvinar lobortis est phasellus,6/21/2022,Closed Lost,Rupiah,Referral,"Morbi porttitor lorem id ligula. Suspendisse ornare consequat lectus. In est risus, auctor sed, tristique in, tempus sit amet, sem.

Fusce consequat. Nulla nisl. Nunc nisl.",92.62,2022-01-27T17:19:42Z,Darcie Valentetti,Zoombeat,21-899-6379
440,tortor risus dapibus augue vel accumsan tellus nisi eu orci mauris lacinia sapien quis libero nullam,8/7/2022,Closed Won,Yuan Renminbi,Purchased List,In quis justo. Maecenas rhoncus aliquam lacus. Morbi quis tortor id nulla ultrices aliquet.,9.7,2022-03-24T03:25:49Z,Tristan Sallier,Agivu,86-720-9265
441,nulla facilisi cras non velit nec nisi vulputate nonummy maecenas tincidunt lacus,4/25/2022,Closed Won,Yen,Purchased List,"Aenean lectus. Pellentesque eget nunc. Donec quis orci eget orci vehicula condimentum.

Curabitur in libero ut massa volutpat convallis. Morbi odio odio, elementum eu, interdum eu, tincidunt in, leo. Maecenas pulvinar lobortis est.

Phasellus sit amet erat. Nulla tempus. Vivamus in felis eu sapien cursus vestibulum.",60.8,2022-04-05T17:32:31Z,Arturo Gibbons,Youbridge,48-329-7646
442,nisl duis ac nibh fusce lacus purus aliquet at feugiat non,9/28/2022,Closed Lost,Ruble,Partner,"Duis bibendum, felis sed interdum venenatis, turpis enim blandit mi, in porttitor pede justo eu massa. Donec dapibus. Duis at velit eu est congue elementum.",99.97,2022-09-15T20:14:03Z,Leodora Kubicka,Feedmix,82-960-1631
443,turpis integer aliquet massa id lobortis convallis tortor risus dapibus augue vel accumsan tellus nisi eu,2/5/2022,Closed Lost,Peso,Partner,Nullam sit amet turpis elementum ligula vehicula consequat. Morbi a ipsum. Integer a nibh.,23.17,2022-02-04T05:59:59Z,Ettore Cullin,Npath,89-258-7844
444,nunc rhoncus dui vel sem sed sagittis nam congue risus semper porta volutpat quam pede lobortis ligula,4/5/2022,Closed Lost,Yuan Renminbi,Referral,Phasellus sit amet erat. Nulla tempus. Vivamus in felis eu sapien cursus vestibulum.,0.13,2022-08-29T18:39:57Z,Hershel Whitmore,Dablist,06-324-3466
445,in hac habitasse platea dictumst maecenas ut massa quis augue luctus tincidunt nulla mollis molestie lorem quisque ut erat curabitur,2/18/2022,Closed Lost,Ariary,Partner,Nulla ut erat id mauris vulputate elementum. Nullam varius. Nulla facilisi.,61.04,2022-12-23T02:32:17Z,Taddeo Lobbe,Roombo,06-935-6450
446,nulla tellus in sagittis dui vel nisl duis ac nibh fusce lacus purus aliquet at feugiat,7/7/2022,Closed Lost,Peso,Partner,Praesent id massa id nisl venenatis lacinia. Aenean sit amet justo. Morbi ut odio.,86.14,2022-06-06T03:15:36Z,Jeffie Cornewell,Flashdog,23-100-5438
447,scelerisque quam turpis adipiscing lorem vitae mattis nibh ligula nec,8/10/2022,Closed Lost,Peso,Web,"Proin eu mi. Nulla ac enim. In tempor, turpis nec euismod scelerisque, quam turpis adipiscing lorem, vitae mattis nibh ligula nec sem.

Duis aliquam convallis nunc. Proin at turpis a pede posuere nonummy. Integer non velit.

Donec diam neque, vestibulum eget, vulputate ut, ultrices vel, augue. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Donec pharetra, magna vestibulum aliquet ultrices, erat tortor sollicitudin mi, sit amet lobortis sapien sapien non mi. Integer ac neque.",8.94,2022-07-27T01:23:30Z,Roselin Hookes,Skidoo,97-101-2086
448,vivamus tortor duis mattis egestas metus aenean fermentum donec ut mauris eget massa tempor convallis nulla neque libero,9/28/2022,Closed Lost,Yuan Renminbi,Referral,"Maecenas leo odio, condimentum id, luctus nec, molestie sed, justo. Pellentesque viverra pede ac diam. Cras pellentesque volutpat dui.

Maecenas tristique, est et tempus semper, est quam pharetra magna, ac consequat metus sapien ut nunc. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Mauris viverra diam vitae quam. Suspendisse potenti.",21.88,2022-07-03T09:40:05Z,Garv Bettanay,Feednation,26-153-7437
449,massa volutpat convallis morbi odio odio elementum eu interdum eu tincidunt in leo maecenas pulvinar lobortis est phasellus sit amet,2/18/2022,Closed Lost,Yuan Renminbi,Purchased List,"In quis justo. Maecenas rhoncus aliquam lacus. Morbi quis tortor id nulla ultrices aliquet.

Maecenas leo odio, condimentum id, luctus nec, molestie sed, justo. Pellentesque viverra pede ac diam. Cras pellentesque volutpat dui.

Maecenas tristique, est et tempus semper, est quam pharetra magna, ac consequat metus sapien ut nunc. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Mauris viverra diam vitae quam. Suspendisse potenti.",82.32,2022-04-06T06:45:30Z,Jessamyn Collingwood,Brainverse,55-857-1249
450,eu massa donec dapibus duis at velit eu est congue,8/16/2022,Closed Lost,Dollar,Referral,"In hac habitasse platea dictumst. Etiam faucibus cursus urna. Ut tellus.

Nulla ut erat id mauris vulputate elementum. Nullam varius. Nulla facilisi.",78.75,2022-01-24T15:55:08Z,Bernadine Grenfell,Voonix,94-347-0700
451,vivamus vestibulum sagittis sapien cum sociis natoque penatibus et magnis dis parturient montes nascetur ridiculus mus etiam,12/18/2022,Closed Lost,Tugrik,Referral,"Cras mi pede, malesuada in, imperdiet et, commodo vulputate, justo. In blandit ultrices enim. Lorem ipsum dolor sit amet, consectetuer adipiscing elit.

Proin interdum mauris non ligula pellentesque ultrices. Phasellus id sapien in sapien iaculis congue. Vivamus metus arcu, adipiscing molestie, hendrerit at, vulputate vitae, nisl.

Aenean lectus. Pellentesque eget nunc. Donec quis orci eget orci vehicula condimentum.",25.92,2022-12-22T07:22:38Z,Leonelle Vasiljevic,Bluezoom,13-960-2389
452,suspendisse potenti nullam porttitor lacus at turpis donec posuere metus vitae ipsum,11/11/2022,Closed Lost,Yuan Renminbi,Web,"Praesent blandit. Nam nulla. Integer pede justo, lacinia eget, tincidunt eget, tempus vel, pede.

Morbi porttitor lorem id ligula. Suspendisse ornare consequat lectus. In est risus, auctor sed, tristique in, tempus sit amet, sem.

Fusce consequat. Nulla nisl. Nunc nisl.",63.95,2022-02-22T02:43:41Z,Helen Grisdale,Jabberbean,06-110-8889
453,cursus urna ut tellus nulla ut erat id mauris vulputate,3/6/2022,Closed Lost,Yuan Renminbi,Partner,"In sagittis dui vel nisl. Duis ac nibh. Fusce lacus purus, aliquet at, feugiat non, pretium quis, lectus.

Suspendisse potenti. In eleifend quam a odio. In hac habitasse platea dictumst.",21.13,2022-08-17T21:21:52Z,Morganica Storer,Trunyx,13-449-6337
454,mattis pulvinar nulla pede ullamcorper augue a suscipit nulla elit,6/23/2022,Closed Lost,Real,Purchased List,"Curabitur at ipsum ac tellus semper interdum. Mauris ullamcorper purus sit amet nulla. Quisque arcu libero, rutrum ac, lobortis vel, dapibus at, diam.",11.25,2022-01-14T02:58:02Z,Siobhan Rigden,Digitube,26-143-0806
455,volutpat sapien arcu sed augue aliquam erat volutpat in congue etiam justo etiam pretium iaculis justo in hac habitasse,7/3/2022,Closed Lost,Dollar,Partner,"Aenean fermentum. Donec ut mauris eget massa tempor convallis. Nulla neque libero, convallis eget, eleifend luctus, ultricies eu, nibh.",81.19,2022-10-09T14:26:02Z,Lindie Guynemer,Eare,30-736-5781
456,cum sociis natoque penatibus et magnis dis parturient montes nascetur ridiculus mus vivamus vestibulum sagittis sapien,4/28/2022,Closed Lost,Guarani,Purchased List,"Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus. Vivamus vestibulum sagittis sapien. Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus.

Etiam vel augue. Vestibulum rutrum rutrum neque. Aenean auctor gravida sem.",68.5,2022-03-14T22:33:18Z,Noby Binney,Dynabox,31-226-2094
457,nullam molestie nibh in lectus pellentesque at nulla suspendisse potenti cras in,6/2/2022,Closed Won,Yuan Renminbi,Partner,"Curabitur gravida nisi at nibh. In hac habitasse platea dictumst. Aliquam augue quam, sollicitudin vitae, consectetuer eget, rutrum at, lorem.

Integer tincidunt ante vel ipsum. Praesent blandit lacinia erat. Vestibulum sed magna at nunc commodo placerat.

Praesent blandit. Nam nulla. Integer pede justo, lacinia eget, tincidunt eget, tempus vel, pede.",68.69,2022-12-21T09:46:05Z,Dasie Jedrzejewsky,Topiclounge,14-709-3484
458,aliquam lacus morbi quis tortor id nulla ultrices aliquet maecenas leo odio condimentum id luctus,3/7/2022,Closed Lost,Ruble,Web,"Phasellus sit amet erat. Nulla tempus. Vivamus in felis eu sapien cursus vestibulum.

Proin eu mi. Nulla ac enim. In tempor, turpis nec euismod scelerisque, quam turpis adipiscing lorem, vitae mattis nibh ligula nec sem.",33.62,2022-06-28T03:48:04Z,Koren Tuerena,Yoveo,20-528-7702
459,volutpat erat quisque erat eros viverra eget congue eget semper rutrum nulla nunc,2/10/2022,Closed Lost,Marka,Referral,"Praesent blandit. Nam nulla. Integer pede justo, lacinia eget, tincidunt eget, tempus vel, pede.

Morbi porttitor lorem id ligula. Suspendisse ornare consequat lectus. In est risus, auctor sed, tristique in, tempus sit amet, sem.

Fusce consequat. Nulla nisl. Nunc nisl.",59.71,2022-11-11T15:39:20Z,Lauraine Conant,Centidel,37-786-4431
460,est congue elementum in hac habitasse platea dictumst morbi vestibulum velit,8/12/2022,Closed Lost,Pula,Web,Duis consequat dui nec nisi volutpat eleifend. Donec ut dolor. Morbi vel lectus in quam fringilla rhoncus.,21.81,2022-12-08T09:13:51Z,Kale Bonwell,Realbridge,45-957-9051
461,arcu sed augue aliquam erat volutpat in congue etiam justo etiam pretium iaculis justo in hac habitasse platea dictumst etiam,9/25/2022,Closed Won,Ringgit,Purchased List,Aliquam quis turpis eget elit sodales scelerisque. Mauris sit amet eros. Suspendisse accumsan tortor quis turpis.,15.61,2022-07-06T07:01:52Z,Jean Divell,Devbug,64-336-5851
462,elit proin interdum mauris non ligula pellentesque ultrices phasellus id sapien in sapien iaculis congue vivamus metus,11/5/2022,Closed Won,Rupiah,Purchased List,"Maecenas ut massa quis augue luctus tincidunt. Nulla mollis molestie lorem. Quisque ut erat.

Curabitur gravida nisi at nibh. In hac habitasse platea dictumst. Aliquam augue quam, sollicitudin vitae, consectetuer eget, rutrum at, lorem.",89.98,2022-05-12T13:34:34Z,Debera Dore,Agimba,61-533-6048
463,orci luctus et ultrices posuere cubilia curae nulla dapibus dolor vel est,1/8/2022,Closed Lost,Euro,Partner,"Sed sagittis. Nam congue, risus semper porta volutpat, quam pede lobortis ligula, sit amet eleifend pede libero quis orci. Nullam molestie nibh in lectus.",99.99,2022-05-12T19:55:40Z,Willi Camus,Plambee,56-223-2691
464,quisque arcu libero rutrum ac lobortis vel dapibus at diam nam,10/14/2022,Closed Won,Won,Partner,"Duis consequat dui nec nisi volutpat eleifend. Donec ut dolor. Morbi vel lectus in quam fringilla rhoncus.

Mauris enim leo, rhoncus sed, vestibulum sit amet, cursus id, turpis. Integer aliquet, massa id lobortis convallis, tortor risus dapibus augue, vel accumsan tellus nisi eu orci. Mauris lacinia sapien quis libero.",31.12,2022-09-11T19:05:49Z,Bobbe Yukhin,Browsedrive,46-949-8510
465,non sodales sed tincidunt eu felis fusce posuere felis sed,6/15/2022,Closed Won,Zloty,Purchased List,"Fusce consequat. Nulla nisl. Nunc nisl.

Duis bibendum, felis sed interdum venenatis, turpis enim blandit mi, in porttitor pede justo eu massa. Donec dapibus. Duis at velit eu est congue elementum.",62.08,2022-09-26T01:00:02Z,Otha Worcester,Tazzy,50-271-2513
466,metus aenean fermentum donec ut mauris eget massa tempor convallis nulla neque libero convallis,5/3/2022,Closed Won,Euro,Partner,Aenean lectus. Pellentesque eget nunc. Donec quis orci eget orci vehicula condimentum.,44.67,2022-03-08T07:04:41Z,Emeline Cordelle,Trunyx,89-928-9526
467,egestas metus aenean fermentum donec ut mauris eget massa tempor convallis nulla neque libero convallis eget eleifend luctus,5/20/2022,Closed Won,Franc,Referral,"Curabitur in libero ut massa volutpat convallis. Morbi odio odio, elementum eu, interdum eu, tincidunt in, leo. Maecenas pulvinar lobortis est.",35.41,2022-08-11T14:51:00Z,Berke Maffucci,Kayveo,55-809-6740
468,curabitur convallis duis consequat dui nec nisi volutpat eleifend donec ut dolor morbi vel lectus in quam fringilla,4/4/2022,Closed Lost,Koruna,Partner,"Vestibulum ac est lacinia nisi venenatis tristique. Fusce congue, diam id ornare imperdiet, sapien urna pretium nisl, ut volutpat sapien arcu sed augue. Aliquam erat volutpat.

In congue. Etiam justo. Etiam pretium iaculis justo.",74.53,2022-07-06T03:34:57Z,Livvyy Sexten,Tazzy,44-265-2200
469,at turpis donec posuere metus vitae ipsum aliquam non mauris morbi non lectus aliquam,11/25/2022,Closed Lost,Yuan Renminbi,Web,Praesent id massa id nisl venenatis lacinia. Aenean sit amet justo. Morbi ut odio.,60.28,2022-06-14T14:01:59Z,Janis De Atta,Wikibox,21-603-0538
470,felis sed lacus morbi sem mauris laoreet ut rhoncus aliquet pulvinar,2/25/2022,Closed Lost,Ruble,Purchased List,Pellentesque at nulla. Suspendisse potenti. Cras in purus eu magna vulputate luctus.,97.69,2022-10-28T10:43:08Z,Malcolm Norvill,Digitube,66-646-5443
471,duis mattis egestas metus aenean fermentum donec ut mauris eget massa tempor convallis nulla neque libero convallis eget eleifend,5/30/2022,Closed Lost,Rand,Web,Duis bibendum. Morbi non quam nec dui luctus rutrum. Nulla tellus.,32.51,2022-01-23T22:36:27Z,Sarge Jarmyn,Thoughtworks,66-866-8655
472,proin eu mi nulla ac enim in tempor turpis nec euismod scelerisque quam turpis adipiscing lorem vitae mattis nibh ligula,8/31/2022,Closed Lost,Real,Referral,"Etiam vel augue. Vestibulum rutrum rutrum neque. Aenean auctor gravida sem.

Praesent id massa id nisl venenatis lacinia. Aenean sit amet justo. Morbi ut odio.",45.53,2022-04-04T03:24:33Z,Bamby Pickett,Skyvu,96-395-6706
473,a pede posuere nonummy integer non velit donec diam neque vestibulum eget vulputate ut ultrices vel augue vestibulum,3/2/2022,Closed Lost,Peso,Web,"Curabitur gravida nisi at nibh. In hac habitasse platea dictumst. Aliquam augue quam, sollicitudin vitae, consectetuer eget, rutrum at, lorem.",8.48,2022-03-23T08:05:38Z,Findlay Scowcroft,Skynoodle,40-240-0287
474,elementum pellentesque quisque porta volutpat erat quisque erat eros viverra eget congue eget semper rutrum nulla nunc purus phasellus,4/28/2022,Closed Lost,Euro,Web,"Proin interdum mauris non ligula pellentesque ultrices. Phasellus id sapien in sapien iaculis congue. Vivamus metus arcu, adipiscing molestie, hendrerit at, vulputate vitae, nisl.

Aenean lectus. Pellentesque eget nunc. Donec quis orci eget orci vehicula condimentum.

Curabitur in libero ut massa volutpat convallis. Morbi odio odio, elementum eu, interdum eu, tincidunt in, leo. Maecenas pulvinar lobortis est.",89.5,2022-04-08T00:08:55Z,Adelina Dunklee,Jaxspan,73-025-2330
475,primis in faucibus orci luctus et ultrices posuere cubilia curae duis,3/11/2022,Closed Won,Euro,Purchased List,"Sed ante. Vivamus tortor. Duis mattis egestas metus.

Aenean fermentum. Donec ut mauris eget massa tempor convallis. Nulla neque libero, convallis eget, eleifend luctus, ultricies eu, nibh.

Quisque id justo sit amet sapien dignissim vestibulum. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Nulla dapibus dolor vel est. Donec odio justo, sollicitudin ut, suscipit a, feugiat et, eros.",36.71,2022-06-30T03:37:56Z,Adelheid Ruddick,Jazzy,55-136-8339
476,pulvinar sed nisl nunc rhoncus dui vel sem sed sagittis,10/16/2022,Closed Lost,Koruna,Referral,"Duis bibendum, felis sed interdum venenatis, turpis enim blandit mi, in porttitor pede justo eu massa. Donec dapibus. Duis at velit eu est congue elementum.

In hac habitasse platea dictumst. Morbi vestibulum, velit id pretium iaculis, diam erat fermentum justo, nec condimentum neque sapien placerat ante. Nulla justo.

Aliquam quis turpis eget elit sodales scelerisque. Mauris sit amet eros. Suspendisse accumsan tortor quis turpis.",78.99,2022-10-31T21:45:13Z,Jobyna Cranton,Wordtune,95-903-6399
477,ut erat id mauris vulputate elementum nullam varius nulla facilisi cras non velit nec nisi vulputate nonummy maecenas tincidunt,3/22/2022,Closed Won,Ruble,Referral,"Integer ac leo. Pellentesque ultrices mattis odio. Donec vitae nisi.

Nam ultrices, libero non mattis pulvinar, nulla pede ullamcorper augue, a suscipit nulla elit ac nulla. Sed vel enim sit amet nunc viverra dapibus. Nulla suscipit ligula in lacus.",79.13,2022-03-29T18:21:35Z,Edyth Leader,Skidoo,63-219-7971
478,convallis morbi odio odio elementum eu interdum eu tincidunt in leo maecenas pulvinar lobortis,6/1/2022,Closed Won,Krona,Partner,"Phasellus sit amet erat. Nulla tempus. Vivamus in felis eu sapien cursus vestibulum.

Proin eu mi. Nulla ac enim. In tempor, turpis nec euismod scelerisque, quam turpis adipiscing lorem, vitae mattis nibh ligula nec sem.

Duis aliquam convallis nunc. Proin at turpis a pede posuere nonummy. Integer non velit.",4.24,2022-12-08T19:10:28Z,Jane Gherardesci,Tazzy,10-110-8115
479,consequat varius integer ac leo pellentesque ultrices mattis odio donec vitae,2/18/2022,Closed Lost,Krona,Referral,"Duis bibendum. Morbi non quam nec dui luctus rutrum. Nulla tellus.

In sagittis dui vel nisl. Duis ac nibh. Fusce lacus purus, aliquet at, feugiat non, pretium quis, lectus.

Suspendisse potenti. In eleifend quam a odio. In hac habitasse platea dictumst.",66.14,2022-12-14T15:42:18Z,Roxanna Trevains,Snaptags,10-613-1509
480,vestibulum sed magna at nunc commodo placerat praesent blandit nam nulla integer pede justo lacinia eget tincidunt eget tempus,2/18/2022,Closed Lost,Krona,Purchased List,"Morbi non lectus. Aliquam sit amet diam in magna bibendum imperdiet. Nullam orci pede, venenatis non, sodales sed, tincidunt eu, felis.",29.61,2022-01-06T10:21:16Z,Ulla Stickler,Voomm,45-969-7812
481,lobortis sapien sapien non mi integer ac neque duis bibendum morbi non quam nec dui luctus rutrum nulla,11/25/2022,Closed Won,Peso,Referral,Etiam vel augue. Vestibulum rutrum rutrum neque. Aenean auctor gravida sem.,82.58,2022-10-02T23:56:36Z,Adela Bugs,Skyndu,02-629-1557
482,pulvinar sed nisl nunc rhoncus dui vel sem sed sagittis nam congue risus,1/27/2022,Closed Won,Yuan Renminbi,Referral,"In sagittis dui vel nisl. Duis ac nibh. Fusce lacus purus, aliquet at, feugiat non, pretium quis, lectus.

Suspendisse potenti. In eleifend quam a odio. In hac habitasse platea dictumst.

Maecenas ut massa quis augue luctus tincidunt. Nulla mollis molestie lorem. Quisque ut erat.",83.16,2022-01-09T18:45:52Z,Bert Charteris,Dynazzy,96-295-0003
483,arcu sed augue aliquam erat volutpat in congue etiam justo etiam pretium iaculis justo in hac habitasse,8/27/2022,Closed Won,Dollar,Web,"Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus. Vivamus vestibulum sagittis sapien. Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus.

Etiam vel augue. Vestibulum rutrum rutrum neque. Aenean auctor gravida sem.

Praesent id massa id nisl venenatis lacinia. Aenean sit amet justo. Morbi ut odio.",99.21,2022-11-11T18:59:31Z,Karrah Leidecker,Babbleblab,19-066-8799
484,ligula suspendisse ornare consequat lectus in est risus auctor sed tristique,1/18/2022,Closed Lost,Euro,Referral,"Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus. Vivamus vestibulum sagittis sapien. Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus.",88.52,2022-01-11T08:22:03Z,Freida Duran,Meevee,47-033-5763
485,mauris viverra diam vitae quam suspendisse potenti nullam porttitor lacus at turpis donec posuere metus vitae ipsum aliquam,12/2/2022,Closed Lost,Ruble,Referral,"Fusce posuere felis sed lacus. Morbi sem mauris, laoreet ut, rhoncus aliquet, pulvinar sed, nisl. Nunc rhoncus dui vel sem.

Sed sagittis. Nam congue, risus semper porta volutpat, quam pede lobortis ligula, sit amet eleifend pede libero quis orci. Nullam molestie nibh in lectus.",16.74,2022-08-31T08:51:51Z,Raviv Grafton,Vitz,29-823-9674
486,nisl ut volutpat sapien arcu sed augue aliquam erat volutpat in congue etiam justo etiam pretium iaculis,1/31/2022,Closed Lost,Baht,Web,"Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus. Vivamus vestibulum sagittis sapien. Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus.

Etiam vel augue. Vestibulum rutrum rutrum neque. Aenean auctor gravida sem.",76.8,2022-11-01T05:30:13Z,Aryn Belfelt,Browsebug,61-702-9482
487,turpis donec posuere metus vitae ipsum aliquam non mauris morbi non lectus aliquam sit amet diam in magna bibendum,6/17/2022,Closed Won,Ruble,Web,"Proin interdum mauris non ligula pellentesque ultrices. Phasellus id sapien in sapien iaculis congue. Vivamus metus arcu, adipiscing molestie, hendrerit at, vulputate vitae, nisl.",50.76,2022-07-28T05:16:41Z,Stafford Zavittieri,Realbridge,90-818-8144
488,metus vitae ipsum aliquam non mauris morbi non lectus aliquam sit amet diam in magna bibendum imperdiet nullam orci,9/6/2022,Closed Lost,Yuan Renminbi,Web,"Cras mi pede, malesuada in, imperdiet et, commodo vulputate, justo. In blandit ultrices enim. Lorem ipsum dolor sit amet, consectetuer adipiscing elit.

Proin interdum mauris non ligula pellentesque ultrices. Phasellus id sapien in sapien iaculis congue. Vivamus metus arcu, adipiscing molestie, hendrerit at, vulputate vitae, nisl.",0.14,2022-08-11T08:49:46Z,Matthus Schade,Dabtype,77-945-4723
489,elementum pellentesque quisque porta volutpat erat quisque erat eros viverra,3/31/2022,Closed Lost,Koruna,Web,Duis aliquam convallis nunc. Proin at turpis a pede posuere nonummy. Integer non velit.,61.85,2022-04-01T22:13:40Z,Celka Lindblom,Voolith,40-428-1812
490,mauris eget massa tempor convallis nulla neque libero convallis eget eleifend luctus,4/9/2022,Closed Won,Dollar,Partner,"Aenean fermentum. Donec ut mauris eget massa tempor convallis. Nulla neque libero, convallis eget, eleifend luctus, ultricies eu, nibh.

Quisque id justo sit amet sapien dignissim vestibulum. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Nulla dapibus dolor vel est. Donec odio justo, sollicitudin ut, suscipit a, feugiat et, eros.",0.16,2022-01-26T21:29:35Z,Roland Hebborne,Aimbu,34-014-8303
491,aliquam quis turpis eget elit sodales scelerisque mauris sit amet eros,11/8/2022,Closed Lost,Zloty,Referral,"Pellentesque at nulla. Suspendisse potenti. Cras in purus eu magna vulputate luctus.

Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus. Vivamus vestibulum sagittis sapien. Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus.

Etiam vel augue. Vestibulum rutrum rutrum neque. Aenean auctor gravida sem.",89.37,2022-03-28T16:18:09Z,Rivalee Bottrill,Mynte,97-992-0889
492,eu mi nulla ac enim in tempor turpis nec euismod scelerisque quam turpis adipiscing lorem vitae mattis nibh ligula nec,5/18/2022,Closed Lost,Euro,Purchased List,"Vestibulum ac est lacinia nisi venenatis tristique. Fusce congue, diam id ornare imperdiet, sapien urna pretium nisl, ut volutpat sapien arcu sed augue. Aliquam erat volutpat.",91.68,2022-08-31T11:41:51Z,Domeniga Alcalde,Shuffledrive,67-974-7014
